gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful
1.798,0.092,3.411,3.503,11,0
1.742,0.093,3.404,3.497,14,0
1.755,0.093,3.406,3.498,12,0
1.766,0.092,3.394,3.487,19,0
1.761,0.091,3.408,3.499,16,0
1.733,0.092,3.413,3.505,21,0
1.771,0.092,3.419,3.511,15,0
1.724,0.093,3.414,3.506,15,0
1.735,0.092,3.422,3.514,11,0
1.722,0.093,3.416,3.509,14,0
1.77,0.094,3.407,3.501,14,0
1.724,0.092,3.412,3.504,13,0
1.783,0.091,3.42,3.511,14,0
1.692,0.091,3.423,3.513,15,0
1.701,0.091,3.413,3.503,12,0
1.716,0.091,3.408,3.499,11,0
1.683,0.091,3.41,3.502,18,0
1.76,0.092,3.4,3.492,23,0
1.761,0.093,3.394,3.487,16,0
1.743,0.095,3.393,3.488,19,0
1.732,0.096,3.38,3.476,17,0
1.743,0.097,3.368,3.465,14,0
1.701,0.097,3.366,3.463,8,0
1.719,0.096,3.373,3.47,19,0
1.748,0.097,3.365,3.462,11,0
1.742,0.098,3.365,3.463,10,0
1.762,0.098,3.365,3.464,17,0
1.764,0.098,3.364,3.462,10,0
1.719,0.098,3.362,3.46,17,0
1.747,0.097,3.367,3.464,16,0
1.708,0.097,3.36,3.457,23,0
1.721,0.096,3.365,3.46,20,0
1.7,0.095,3.377,3.472,15,0
1.734,0.096,3.374,3.469,15,0
1.747,0.095,3.38,3.475,7,0
1.748,0.094,3.384,3.478,17,0
1.752,0.095,3.384,3.479,19,0
1.731,0.096,3.377,3.472,20,0
1.805,0.096,3.37,3.466,15,0
1.74,0.095,3.386,3.481,17,0
1.808,0.095,3.384,3.479,17,0
1.787,0.095,3.391,3.486,17,0
1.758,0.094,3.396,3.49,15,0
1.687,0.094,3.393,3.487,13,0
1.764,0.096,3.381,3.477,15,0
1.695,0.096,3.388,3.483,16,0
1.808,0.096,3.382,3.478,12,0
1.771,0.095,3.388,3.484,17,0
1.748,0.096,3.395,3.49,21,0
1.717,0.097,3.383,3.48,16,0
1.763,0.096,3.392,3.487,19,0
1.726,0.095,3.394,3.489,16,0
1.751,0.096,3.398,3.494,16,0
1.747,0.096,3.398,3.494,14,0
1.785,0.096,3.393,3.489,17,0
1.79,0.096,3.396,3.492,15,0
1.778,0.096,3.399,3.495,11,0
1.692,0.095,3.405,3.501,12,0
1.777,0.095,3.405,3.5,17,0
1.742,0.095,3.408,3.503,16,0
1.767,0.095,3.405,3.5,9,0
1.747,0.096,3.398,3.493,16,0
1.783,0.097,3.379,3.475,17,0
1.768,0.096,3.384,3.48,13,0
1.779,0.098,3.368,3.466,11,0
1.727,0.099,3.357,3.455,15,0
1.721,0.098,3.368,3.466,16,0
1.731,0.096,3.377,3.473,23,0
1.784,0.099,3.357,3.456,14,0
1.785,0.098,3.357,3.455,16,0
1.686,0.1,3.342,3.442,21,0
1.792,0.099,3.346,3.445,14,0
1.741,0.1,3.342,3.442,8,0
1.758,0.1,3.333,3.433,20,0
1.742,0.101,3.319,3.42,20,0
1.769,0.1,3.323,3.423,15,0
1.719,0.1,3.332,3.432,16,0
1.705,0.099,3.338,3.437,17,0
1.743,0.1,3.33,3.43,15,0
1.801,0.099,3.331,3.43,19,0
1.819,0.1,3.328,3.428,7,0
1.812,0.1,3.329,3.429,15,0
1.723,0.1,3.326,3.426,20,0
1.723,0.1,3.326,3.426,13,0
1.747,0.099,3.335,3.433,14,0
1.736,0.1,3.319,3.419,20,0
1.762,0.099,3.329,3.428,14,0
1.782,0.098,3.337,3.435,10,0
1.784,0.099,3.328,3.427,7,0
1.783,0.097,3.349,3.446,18,0
1.738,0.095,3.372,3.466,21,0
1.758,0.094,3.374,3.468,12,0
1.824,0.094,3.372,3.466,16,0
1.774,0.094,3.376,3.47,17,0
1.792,0.094,3.381,3.475,8,0
1.792,0.093,3.386,3.479,16,0
1.726,0.093,3.388,3.482,8,0
1.671,0.093,3.391,3.484,21,0
1.731,0.093,3.383,3.476,18,0
1.748,0.094,3.376,3.47,23,0
1.754,0.094,3.372,3.466,17,0
1.735,0.094,3.368,3.462,12,0
1.729,0.095,3.358,3.453,21,0
1.717,0.095,3.357,3.452,18,0
1.787,0.095,3.351,3.446,8,0
1.773,0.093,3.363,3.457,13,0
1.708,0.092,3.376,3.468,12,0
1.718,0.092,3.365,3.457,21,0
1.714,0.092,3.368,3.459,15,0
1.704,0.092,3.375,3.467,13,0
1.719,0.093,3.362,3.456,15,0
1.782,0.093,3.367,3.459,12,0
1.79,0.092,3.377,3.469,16,0
1.788,0.091,3.391,3.482,21,0
1.734,0.091,3.387,3.478,19,0
1.788,0.091,3.392,3.484,19,0
1.744,0.092,3.384,3.476,16,0
1.765,0.092,3.388,3.48,21,0
1.77,0.092,3.374,3.466,10,0
1.721,0.092,3.38,3.472,12,0
1.726,0.092,3.377,3.469,16,0
1.712,0.092,3.379,3.471,11,0
1.748,0.092,3.377,3.469,17,0
1.809,0.093,3.375,3.468,16,0
1.775,0.092,3.383,3.475,12,0
1.819,0.091,3.383,3.475,13,0
1.761,0.091,3.387,3.477,12,0
1.727,0.09,3.391,3.481,19,0
1.739,0.091,3.382,3.473,15,0
1.731,0.09,3.397,3.488,12,0
1.779,0.091,3.384,3.475,16,0
1.748,0.091,3.386,3.477,14,0
1.739,0.091,3.382,3.473,12,0
1.72,0.092,3.372,3.465,15,0
1.774,0.092,3.381,3.473,16,0
1.693,0.091,3.394,3.485,15,0
1.722,0.092,3.387,3.48,14,0
1.796,0.092,3.399,3.49,10,0
1.818,0.091,3.401,3.493,17,0
1.79,0.091,3.396,3.488,9,0
1.798,0.093,3.386,3.478,16,0
1.79,0.095,3.374,3.468,21,0
1.753,0.094,3.387,3.48,20,0
1.764,0.092,3.401,3.493,11,0
1.796,0.092,3.394,3.486,15,0
1.762,0.091,3.396,3.487,12,0
1.747,0.091,3.402,3.493,11,0
1.79,0.09,3.409,3.499,9,0
1.799,0.091,3.404,3.495,14,0
1.797,0.09,3.419,3.509,12,0
1.753,0.088,3.436,3.524,11,0
1.755,0.087,3.437,3.525,15,0
1.673,0.09,3.407,3.496,22,0
1.716,0.09,3.414,3.504,12,0
1.752,0.089,3.416,3.505,15,0
1.741,0.09,3.408,3.498,17,0
1.834,0.091,3.389,3.48,11,0
1.774,0.091,3.397,3.488,10,0
1.7,0.09,3.401,3.492,16,0
1.698,0.09,3.396,3.486,10,0
1.743,0.092,3.385,3.476,10,0
1.789,0.091,3.392,3.483,10,0
1.759,0.09,3.401,3.491,14,0
1.726,0.089,3.412,3.501,14,0
1.758,0.089,3.406,3.495,15,0
1.752,0.088,3.412,3.5,21,0
1.733,0.09,3.391,3.482,17,0
1.746,0.089,3.401,3.49,12,0
1.714,0.09,3.396,3.485,13,0
1.712,0.089,3.403,3.492,8,0
1.755,0.089,3.406,3.495,19,0
1.736,0.089,3.404,3.493,16,0
1.772,0.088,3.412,3.5,11,0
1.766,0.089,3.411,3.5,18,0
1.744,0.089,3.417,3.507,13,0
1.784,0.089,3.426,3.515,10,0
1.735,0.088,3.424,3.512,14,0
1.817,0.09,3.404,3.493,17,0
1.738,0.089,3.408,3.497,11,0
1.704,0.09,3.404,3.494,10,0
1.76,0.089,3.415,3.504,11,0
1.774,0.089,3.413,3.502,10,0
1.733,0.091,3.395,3.486,16,0
1.781,0.091,3.387,3.478,12,0
1.705,0.09,3.394,3.484,20,0
1.779,0.088,3.412,3.5,14,0
1.734,0.087,3.418,3.505,23,0
1.779,0.088,3.407,3.495,16,0
1.725,0.087,3.416,3.502,12,0
1.713,0.087,3.403,3.49,11,0
1.82,0.089,3.388,3.476,25,0
1.765,0.089,3.388,3.477,14,0
1.74,0.089,3.395,3.484,12,0
1.699,0.089,3.392,3.481,13,0
1.726,0.087,3.405,3.492,17,0
1.669,0.088,3.393,3.481,13,0
1.706,0.088,3.387,3.475,15,0
1.754,0.089,3.386,3.475,11,0
1.794,0.09,3.381,3.471,13,0
1.766,0.09,3.38,3.47,10,0
1.82,0.09,3.375,3.465,22,0
1.781,0.091,3.367,3.458,9,0
1.79,0.093,3.348,3.441,17,0
1.753,0.094,3.338,3.432,14,0
1.716,0.094,3.332,3.426,16,0
1.739,0.094,3.325,3.419,14,0
1.771,0.094,3.333,3.427,13,0
1.687,0.093,3.337,3.43,14,0
1.744,0.093,3.34,3.434,13,0
1.684,0.093,3.345,3.437,16,0
1.761,0.092,3.346,3.437,18,0
1.722,0.092,3.346,3.438,12,0
1.729,0.093,3.339,3.432,11,0
1.754,0.092,3.347,3.44,22,0
1.755,0.093,3.335,3.428,18,0
1.731,0.094,3.336,3.43,14,0
1.762,0.094,3.327,3.421,18,0
1.678,0.093,3.33,3.423,14,0
1.726,0.093,3.324,3.417,13,0
1.722,0.094,3.325,3.418,19,0
1.709,0.093,3.321,3.415,12,0
1.718,0.094,3.32,3.414,19,0
1.699,0.093,3.327,3.42,12,0
1.773,0.092,3.34,3.433,15,0
1.808,0.092,3.337,3.429,19,0
1.741,0.092,3.333,3.425,20,0
1.744,0.094,3.317,3.411,20,0
1.767,0.093,3.33,3.423,10,0
1.803,0.095,3.312,3.406,18,0
1.831,0.096,3.295,3.391,17,0
1.813,0.094,3.312,3.407,19,0
1.78,0.094,3.308,3.402,11,0
1.78,0.095,3.306,3.401,14,0
1.801,0.095,3.304,3.399,15,0
1.736,0.095,3.308,3.403,16,0
1.736,0.094,3.32,3.414,12,0
1.736,0.093,3.318,3.411,22,0
1.731,0.093,3.327,3.42,14,0
1.716,0.093,3.318,3.411,16,0
1.747,0.092,3.323,3.415,19,0
1.783,0.094,3.314,3.408,17,0
1.758,0.094,3.313,3.407,5,0
1.76,0.094,3.308,3.402,11,0
1.766,0.093,3.32,3.413,16,0
1.79,0.093,3.304,3.398,17,0
1.758,0.092,3.321,3.413,14,0
1.783,0.092,3.332,3.424,10,0
1.756,0.091,3.335,3.426,8,0
1.806,0.09,3.344,3.434,20,0
1.76,0.09,3.355,3.445,17,0
1.74,0.09,3.353,3.443,11,0
1.728,0.09,3.353,3.443,17,0
1.778,0.09,3.352,3.442,20,0
1.752,0.09,3.35,3.44,11,0
1.752,0.09,3.354,3.444,12,0
1.675,0.091,3.351,3.442,13,0
1.695,0.09,3.359,3.45,9,0
1.728,0.089,3.379,3.468,22,0
1.785,0.09,3.369,3.459,23,0
1.788,0.09,3.367,3.457,18,0
1.794,0.091,3.359,3.45,16,0
1.751,0.092,3.354,3.446,25,0
1.743,0.092,3.351,3.443,11,0
1.73,0.092,3.354,3.446,13,0
1.68,0.092,3.351,3.443,15,0
1.739,0.093,3.35,3.443,13,0
1.753,0.092,3.352,3.444,8,0
1.761,0.092,3.354,3.446,8,0
1.71,0.093,3.342,3.434,16,0
1.745,0.093,3.332,3.425,15,0
1.761,0.093,3.335,3.427,24,0
1.81,0.093,3.341,3.433,21,0
1.715,0.091,3.349,3.441,12,0
1.76,0.09,3.368,3.458,19,0
1.733,0.09,3.381,3.471,19,0
1.702,0.09,3.38,3.47,12,0
1.72,0.092,3.369,3.461,12,0
1.697,0.091,3.365,3.456,9,0
1.754,0.091,3.365,3.456,16,0
1.763,0.091,3.367,3.458,13,0
1.756,0.092,3.366,3.458,10,0
1.81,0.092,3.377,3.469,15,0
1.768,0.093,3.365,3.459,11,0
1.766,0.094,3.364,3.458,14,0
1.72,0.093,3.372,3.465,18,0
1.728,0.092,3.372,3.464,12,0
1.759,0.091,3.381,3.472,17,0
1.78,0.091,3.383,3.475,12,0
1.736,0.091,3.384,3.476,18,0
1.706,0.093,3.379,3.471,16,0
1.743,0.093,3.37,3.463,25,0
1.721,0.093,3.368,3.461,13,0
1.743,0.093,3.371,3.464,16,0
1.696,0.091,3.383,3.474,20,0
1.726,0.09,3.388,3.479,17,0
1.721,0.091,3.369,3.46,15,0
1.774,0.091,3.382,3.473,23,0
1.785,0.093,3.37,3.462,18,0
1.779,0.093,3.373,3.466,12,0
1.806,0.092,3.384,3.475,12,0
1.71,0.092,3.379,3.471,19,0
1.748,0.093,3.373,3.465,15,0
1.735,0.092,3.388,3.48,17,0
1.707,0.091,3.381,3.472,15,0
1.667,0.091,3.384,3.475,11,0
1.691,0.09,3.408,3.498,20,0
1.789,0.092,3.406,3.498,18,0
1.762,0.093,3.384,3.478,14,0
1.721,0.094,3.376,3.47,16,0
1.704,0.094,3.376,3.47,15,0
1.712,0.094,3.383,3.477,13,0
1.694,0.093,3.398,3.491,11,0
1.726,0.093,3.387,3.48,13,0
1.771,0.094,3.387,3.481,14,0
1.795,0.092,3.401,3.493,22,0
1.826,0.092,3.396,3.488,21,0
1.727,0.093,3.38,3.473,17,0
1.75,0.094,3.371,3.465,23,0
1.756,0.091,3.39,3.482,16,0
1.685,0.091,3.395,3.486,15,0
1.718,0.091,3.392,3.483,13,0
1.762,0.091,3.397,3.487,12,0
1.726,0.09,3.395,3.486,25,0
1.677,0.09,3.401,3.491,13,0
1.725,0.09,3.399,3.489,13,0
1.711,0.09,3.399,3.49,7,0
1.783,0.089,3.408,3.497,16,0
1.774,0.087,3.412,3.499,15,0
1.765,0.087,3.421,3.507,7,0
1.761,0.086,3.433,3.519,16,0
1.796,0.086,3.421,3.507,18,0
1.799,0.086,3.434,3.521,18,0
1.751,0.087,3.426,3.513,9,0
1.799,0.087,3.429,3.516,15,0
1.735,0.086,3.438,3.524,9,0
1.79,0.085,3.444,3.529,16,0
1.773,0.085,3.445,3.53,10,0
1.805,0.084,3.452,3.536,9,0
1.753,0.085,3.448,3.533,15,0
1.726,0.084,3.455,3.539,14,0
1.723,0.085,3.446,3.531,12,0
1.713,0.086,3.443,3.529,14,0
1.726,0.084,3.455,3.539,12,0
1.754,0.084,3.452,3.536,18,0
1.715,0.085,3.443,3.528,17,0
1.76,0.087,3.427,3.513,17,0
1.764,0.088,3.418,3.506,13,0
1.775,0.087,3.416,3.503,13,0
1.783,0.088,3.407,3.495,16,0
1.775,0.087,3.412,3.499,23,0
1.777,0.087,3.407,3.494,10,0
1.74,0.088,3.407,3.495,11,0
1.744,0.089,3.388,3.477,23,0
1.741,0.09,3.381,3.47,14,0
1.663,0.09,3.386,3.475,12,0
1.716,0.09,3.377,3.467,12,0
1.721,0.091,3.372,3.462,8,0
1.745,0.09,3.373,3.463,23,0
1.731,0.09,3.37,3.46,15,0
1.742,0.09,3.375,3.465,12,0
1.78,0.09,3.374,3.464,13,0
1.809,0.089,3.381,3.469,14,0
1.753,0.088,3.393,3.481,20,0
1.699,0.089,3.388,3.477,19,0
1.689,0.089,3.386,3.475,10,0
1.766,0.089,3.393,3.482,11,0
1.738,0.091,3.379,3.47,19,0
1.715,0.089,3.382,3.471,17,0
1.731,0.089,3.382,3.471,13,0
1.787,0.09,3.376,3.466,13,0
1.775,0.091,3.37,3.461,20,0
1.749,0.093,3.36,3.453,19,0
1.809,0.094,3.355,3.448,13,0
1.791,0.093,3.363,3.456,11,0
1.776,0.093,3.364,3.456,15,0
1.773,0.092,3.366,3.459,18,0
1.81,0.093,3.367,3.46,10,0
1.739,0.093,3.367,3.46,19,0
1.746,0.092,3.371,3.464,9,0
1.785,0.094,3.363,3.456,15,0
1.769,0.094,3.36,3.454,15,0
1.719,0.094,3.36,3.454,19,0
1.75,0.094,3.355,3.449,11,0
1.731,0.096,3.349,3.445,17,0
1.704,0.096,3.343,3.44,17,0
1.74,0.097,3.33,3.428,23,0
1.755,0.096,3.337,3.433,6,0
1.687,0.095,3.346,3.441,13,0
1.69,0.096,3.34,3.436,12,0
1.699,0.096,3.34,3.436,8,0
1.727,0.096,3.341,3.437,8,0
1.786,0.097,3.344,3.441,17,0
1.809,0.097,3.34,3.437,16,0
1.752,0.096,3.343,3.439,14,0
1.648,0.096,3.337,3.434,11,0
1.745,0.097,3.338,3.435,13,0
1.742,0.096,3.349,3.445,15,0
1.736,0.096,3.355,3.451,12,0
1.748,0.096,3.36,3.455,12,0
1.772,0.097,3.35,3.447,14,0
1.752,0.097,3.344,3.441,12,0
1.713,0.098,3.33,3.428,18,0
1.76,0.098,3.329,3.427,14,0
1.77,0.099,3.312,3.411,15,0
1.793,0.1,3.307,3.406,12,0
1.739,0.1,3.298,3.398,17,0
1.695,0.099,3.304,3.403,17,0
1.738,0.099,3.307,3.406,24,0
1.75,0.1,3.308,3.407,14,0
1.744,0.099,3.31,3.409,12,0
1.683,0.099,3.306,3.406,13,0
1.682,0.097,3.317,3.414,22,0
1.757,0.097,3.334,3.431,13,0
1.788,0.096,3.339,3.435,17,0
1.789,0.096,3.341,3.437,19,0
1.802,0.096,3.341,3.436,15,0
1.736,0.094,3.346,3.441,20,0
1.684,0.093,3.353,3.447,18,0
1.735,0.094,3.362,3.456,19,0
1.761,0.093,3.372,3.465,18,0
1.761,0.093,3.373,3.466,21,0
1.727,0.092,3.375,3.467,23,0
1.768,0.093,3.375,3.467,8,0
1.758,0.092,3.378,3.47,25,0
1.777,0.091,3.399,3.49,16,0
1.713,0.092,3.392,3.483,18,0
1.756,0.091,3.39,3.481,15,0
1.807,0.091,3.383,3.475,22,0
1.706,0.09,3.384,3.474,14,0
1.746,0.09,3.38,3.471,9,0
1.749,0.09,3.384,3.474,13,0
1.719,0.089,3.394,3.483,10,0
1.706,0.09,3.397,3.487,13,0
1.744,0.089,3.413,3.502,16,0
1.719,0.09,3.415,3.504,14,0
1.781,0.09,3.413,3.503,11,0
1.794,0.089,3.414,3.503,13,0
1.819,0.091,3.402,3.493,14,0
1.723,0.09,3.405,3.495,9,0
1.707,0.091,3.398,3.489,10,0
1.768,0.09,3.403,3.493,22,0
1.751,0.089,3.412,3.501,19,0
1.708,0.091,3.401,3.492,6,0
1.753,0.09,3.403,3.493,17,0
1.745,0.09,3.415,3.505,13,0
1.793,0.089,3.427,3.516,12,0
1.73,0.087,3.449,3.535,21,0
1.802,0.087,3.435,3.522,22,0
1.737,0.088,3.423,3.512,12,0
1.755,0.088,3.436,3.524,15,0
1.735,0.086,3.452,3.538,12,0
1.748,0.085,3.466,3.551,8,0
1.72,0.086,3.461,3.547,11,0
1.722,0.086,3.464,3.55,22,0
1.729,0.085,3.469,3.555,24,0
1.753,0.086,3.466,3.551,14,0
1.737,0.086,3.468,3.553,18,0
1.692,0.086,3.468,3.555,22,0
1.709,0.087,3.463,3.55,13,0
1.782,0.087,3.452,3.54,21,0
1.769,0.087,3.452,3.539,17,0
1.739,0.087,3.443,3.53,11,0
1.766,0.088,3.432,3.52,17,0
1.762,0.088,3.43,3.518,12,0
1.769,0.088,3.43,3.517,7,0
1.766,0.089,3.416,3.505,17,0
1.776,0.089,3.414,3.503,16,0
1.715,0.09,3.413,3.503,11,0
1.79,0.09,3.402,3.492,12,0
1.673,0.091,3.39,3.481,13,0
1.747,0.093,3.378,3.471,20,0
1.77,0.092,3.376,3.467,21,0
1.73,0.092,3.379,3.471,15,0
1.73,0.091,3.374,3.465,14,0
1.764,0.091,3.372,3.463,17,0
1.757,0.093,3.36,3.453,17,0
1.743,0.093,3.353,3.446,14,0
1.761,0.094,3.351,3.444,17,0
1.761,0.093,3.347,3.441,17,0
1.743,0.094,3.337,3.431,16,0
1.711,0.092,3.353,3.445,16,0
1.747,0.093,3.357,3.45,19,0
1.806,0.093,3.358,3.451,12,0
1.812,0.093,3.356,3.45,18,0
1.781,0.094,3.353,3.446,16,0
1.681,0.093,3.364,3.457,14,0
1.709,0.094,3.375,3.469,16,0
1.761,0.094,3.37,3.465,8,0
1.731,0.094,3.372,3.466,10,0
1.696,0.094,3.379,3.473,17,0
1.761,0.095,3.378,3.473,10,0
1.746,0.095,3.377,3.473,21,0
1.757,0.095,3.38,3.476,13,0
1.805,0.094,3.396,3.49,17,0
1.8,0.094,3.405,3.499,19,0
1.783,0.094,3.402,3.496,12,0
1.756,0.092,3.42,3.512,16,0
1.788,0.091,3.433,3.524,12,0
1.728,0.09,3.44,3.53,12,0
1.722,0.089,3.456,3.544,18,0
1.698,0.088,3.455,3.543,10,0
1.772,0.088,3.456,3.543,18,0
1.755,0.088,3.454,3.543,19,0
1.723,0.089,3.446,3.535,13,0
1.778,0.089,3.447,3.536,11,0
1.767,0.089,3.452,3.54,17,0
1.77,0.088,3.45,3.539,13,0
1.729,0.088,3.453,3.541,18,0
1.71,0.089,3.448,3.536,16,0
1.745,0.089,3.443,3.532,15,0
1.712,0.09,3.435,3.525,10,0
1.721,0.089,3.436,3.525,13,0
1.786,0.088,3.443,3.531,14,0
1.797,0.089,3.438,3.528,15,0
1.833,0.09,3.427,3.518,15,0
1.75,0.09,3.432,3.522,22,0
1.747,0.088,3.444,3.532,14,0
1.731,0.089,3.436,3.525,13,0
1.796,0.09,3.427,3.517,17,0
1.744,0.089,3.439,3.528,10,0
1.786,0.089,3.432,3.522,11,0
1.757,0.089,3.43,3.519,15,0
1.789,0.088,3.438,3.526,16,0
1.813,0.086,3.45,3.536,13,0
1.757,0.086,3.452,3.538,11,0
1.719,0.086,3.455,3.541,14,0
1.755,0.087,3.455,3.542,7,0
1.759,0.087,3.459,3.545,17,0
1.739,0.089,3.438,3.526,11,0
1.772,0.089,3.436,3.525,13,0
1.799,0.088,3.446,3.534,14,0
1.821,0.089,3.435,3.523,20,0
1.8,0.089,3.43,3.519,17,0
1.734,0.088,3.436,3.525,18,0
1.756,0.089,3.427,3.516,15,0
1.7,0.089,3.437,3.526,17,0
1.727,0.089,3.434,3.523,11,0
1.762,0.089,3.427,3.516,16,0
1.739,0.089,3.423,3.512,12,0
1.736,0.091,3.41,3.5,18,0
1.781,0.091,3.388,3.479,13,0
1.765,0.093,3.378,3.47,15,0
1.71,0.092,3.379,3.471,15,0
1.721,0.091,3.385,3.476,13,0
1.704,0.092,3.384,3.476,18,0
1.722,0.09,3.389,3.479,18,0
1.719,0.091,3.386,3.477,26,0
1.626,0.091,3.4,3.49,15,0
1.697,0.091,3.392,3.483,14,0
1.704,0.089,3.409,3.498,13,0
1.769,0.089,3.405,3.494,20,0
1.786,0.088,3.41,3.498,13,0
1.708,0.088,3.423,3.51,13,0
1.814,0.09,3.398,3.487,21,0
1.736,0.09,3.399,3.488,14,0
1.705,0.089,3.394,3.483,17,0
1.715,0.088,3.396,3.484,14,0
1.711,0.089,3.396,3.485,15,0
1.703,0.088,3.405,3.492,18,0
1.764,0.087,3.408,3.495,15,0
1.795,0.087,3.403,3.491,13,0
1.773,0.088,3.398,3.486,14,0
1.741,0.087,3.406,3.493,12,0
1.698,0.087,3.406,3.493,16,0
1.674,0.086,3.415,3.501,12,0
1.684,0.086,3.415,3.501,19,0
1.744,0.086,3.41,3.496,16,0
1.762,0.086,3.412,3.498,8,0
1.778,0.087,3.409,3.496,22,0
1.739,0.086,3.415,3.501,15,0
1.756,0.087,3.415,3.501,10,0
1.756,0.087,3.413,3.5,14,0
1.781,0.086,3.415,3.501,8,0
1.743,0.084,3.436,3.52,16,0
1.761,0.085,3.434,3.519,10,0
1.789,0.085,3.432,3.517,13,0
1.776,0.087,3.423,3.51,19,0
1.73,0.086,3.428,3.514,12,0
1.771,0.087,3.428,3.515,19,0
1.757,0.087,3.431,3.518,10,0
1.73,0.087,3.439,3.526,19,0
1.745,0.088,3.431,3.519,12,0
1.749,0.089,3.424,3.513,16,0
1.796,0.089,3.422,3.51,12,0
1.755,0.09,3.403,3.493,24,0
1.815,0.09,3.412,3.501,11,0
1.765,0.09,3.407,3.497,23,0
1.737,0.09,3.415,3.504,17,0
1.779,0.088,3.427,3.515,18,0
1.789,0.088,3.43,3.518,14,0
1.745,0.089,3.423,3.512,18,0
1.812,0.09,3.411,3.501,20,0
1.736,0.089,3.413,3.502,14,0
1.706,0.09,3.409,3.499,13,0
1.775,0.089,3.414,3.504,11,0
1.761,0.091,3.404,3.495,18,0
1.741,0.092,3.399,3.491,11,0
1.707,0.091,3.41,3.501,14,0
1.761,0.091,3.415,3.506,14,0
1.741,0.091,3.415,3.506,10,0
1.772,0.091,3.423,3.513,13,0
1.811,0.09,3.422,3.513,12,0
1.768,0.089,3.437,3.525,13,0
1.81,0.088,3.444,3.532,15,0
1.776,0.088,3.436,3.524,13,0
1.74,0.089,3.423,3.512,9,0
1.82,0.09,3.412,3.502,13,0
1.776,0.091,3.403,3.494,25,0
1.76,0.091,3.402,3.493,13,0
1.787,0.09,3.41,3.5,13,0
1.682,0.09,3.412,3.502,14,0
1.711,0.09,3.403,3.493,17,0
1.774,0.089,3.408,3.497,12,0
1.793,0.09,3.408,3.499,13,0
1.749,0.091,3.404,3.495,12,0
1.803,0.091,3.414,3.504,15,0
1.773,0.089,3.425,3.514,19,0
1.728,0.091,3.402,3.493,16,0
1.742,0.092,3.394,3.486,11,0
1.722,0.091,3.394,3.486,13,0
1.775,0.093,3.375,3.468,14,0
1.727,0.093,3.371,3.464,7,0
1.737,0.093,3.368,3.461,16,0
1.757,0.094,3.361,3.455,15,0
1.79,0.093,3.368,3.461,17,0
1.715,0.093,3.364,3.456,23,0
1.72,0.093,3.359,3.453,18,0
1.749,0.092,3.36,3.452,17,0
1.721,0.092,3.366,3.458,14,0
1.777,0.092,3.356,3.448,13,0
1.769,0.093,3.354,3.447,23,0
1.764,0.091,3.38,3.47,14,0
1.706,0.091,3.373,3.464,20,0
1.759,0.09,3.385,3.475,22,0
1.703,0.09,3.388,3.478,12,0
1.776,0.088,3.403,3.491,19,0
1.773,0.089,3.391,3.48,19,0
1.775,0.088,3.401,3.489,11,0
1.701,0.09,3.395,3.485,11,0
1.739,0.089,3.407,3.496,16,0
1.758,0.089,3.404,3.493,13,0
1.782,0.089,3.409,3.498,15,0
1.728,0.089,3.404,3.493,17,0
1.759,0.09,3.391,3.481,12,0
1.732,0.09,3.398,3.488,16,0
1.735,0.09,3.398,3.488,12,0
1.758,0.091,3.401,3.491,17,0
1.81,0.091,3.4,3.491,27,0
1.744,0.091,3.402,3.493,12,0
1.74,0.092,3.397,3.489,13,0
1.705,0.092,3.391,3.483,18,0
1.741,0.092,3.397,3.489,15,0
1.718,0.091,3.412,3.503,20,0
1.779,0.091,3.409,3.5,11,0
1.761,0.093,3.384,3.477,15,0
1.762,0.094,3.381,3.474,15,0
1.697,0.094,3.378,3.472,15,0
1.726,0.093,3.385,3.478,18,0
1.739,0.091,3.403,3.495,17,0
1.719,0.091,3.413,3.504,13,0
1.747,0.091,3.42,3.51,13,0
1.786,0.09,3.423,3.514,17,0
1.754,0.091,3.425,3.516,13,0
1.743,0.091,3.426,3.517,13,0
1.734,0.092,3.416,3.508,18,0
1.713,0.092,3.424,3.517,16,0
1.733,0.093,3.428,3.521,20,0
1.754,0.092,3.421,3.513,17,0
1.731,0.092,3.422,3.514,12,0
1.748,0.092,3.42,3.512,13,0
1.842,0.092,3.422,3.513,13,0
1.732,0.091,3.425,3.516,14,0
1.773,0.09,3.427,3.517,10,0
1.739,0.091,3.42,3.511,13,0
1.778,0.091,3.42,3.511,16,0
1.716,0.091,3.41,3.502,15,0
1.749,0.092,3.405,3.497,11,0
1.762,0.092,3.408,3.5,11,0
1.746,0.091,3.418,3.509,17,0
1.769,0.092,3.411,3.503,12,0
1.798,0.091,3.415,3.507,8,0
1.78,0.091,3.425,3.515,12,0
1.741,0.091,3.418,3.509,18,0
1.783,0.09,3.429,3.519,19,0
1.734,0.089,3.446,3.535,20,0
1.789,0.088,3.452,3.54,16,0
1.748,0.09,3.436,3.526,20,0
1.72,0.09,3.429,3.52,8,0
1.726,0.089,3.447,3.536,14,0
1.737,0.09,3.435,3.525,13,0
1.743,0.089,3.452,3.54,15,0
1.756,0.089,3.441,3.53,18,0
1.81,0.089,3.435,3.524,10,0
1.764,0.089,3.439,3.528,13,0
1.822,0.089,3.441,3.53,12,0
1.737,0.087,3.456,3.544,9,0
1.766,0.087,3.45,3.537,17,0
1.719,0.088,3.447,3.535,12,0
