gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful
1.7,0.089,3.336,3.425,11,0
1.736,0.091,3.325,3.416,17,0
1.739,0.091,3.326,3.417,22,0
1.775,0.092,3.319,3.411,22,0
1.81,0.093,3.321,3.414,13,0
1.7,0.094,3.309,3.403,11,0
1.727,0.093,3.322,3.415,10,0
1.742,0.093,3.317,3.411,17,0
1.821,0.093,3.334,3.426,17,0
1.74,0.092,3.343,3.435,10,0
1.775,0.091,3.346,3.437,15,0
1.744,0.091,3.35,3.441,18,0
1.769,0.091,3.346,3.438,14,0
1.656,0.091,3.347,3.438,14,0
1.677,0.091,3.35,3.441,12,0
1.676,0.091,3.358,3.449,16,0
1.809,0.09,3.365,3.455,18,0
1.75,0.089,3.383,3.472,17,0
1.791,0.089,3.384,3.473,16,0
1.709,0.089,3.386,3.475,14,0
1.761,0.088,3.399,3.487,14,0
1.819,0.087,3.421,3.507,16,0
1.723,0.087,3.42,3.507,20,0
1.769,0.085,3.439,3.524,15,0
1.774,0.085,3.438,3.524,9,0
1.792,0.085,3.438,3.523,14,0
1.701,0.086,3.442,3.528,14,0
1.711,0.086,3.44,3.526,14,0
1.714,0.086,3.433,3.519,14,0
1.788,0.085,3.444,3.529,19,0
1.787,0.086,3.439,3.526,16,0
1.68,0.085,3.446,3.532,15,0
1.725,0.086,3.436,3.522,17,0
1.733,0.086,3.427,3.514,13,0
1.741,0.088,3.424,3.512,15,0
1.712,0.087,3.433,3.52,16,0
1.761,0.089,3.42,3.508,11,0
1.745,0.088,3.416,3.504,18,0
1.687,0.089,3.414,3.503,15,0
1.74,0.089,3.419,3.508,19,0
1.714,0.088,3.42,3.509,12,0
1.727,0.089,3.414,3.503,17,0
1.677,0.09,3.404,3.493,17,0
1.752,0.09,3.413,3.503,9,0
1.743,0.089,3.422,3.511,13,0
1.742,0.091,3.407,3.498,13,0
1.724,0.09,3.415,3.505,13,0
1.747,0.09,3.416,3.507,8,0
1.741,0.09,3.42,3.51,18,0
1.717,0.088,3.432,3.52,13,0
1.748,0.088,3.437,3.525,17,0
1.795,0.088,3.441,3.528,8,0
1.862,0.088,3.442,3.53,12,0
1.819,0.089,3.434,3.523,19,0
1.695,0.087,3.446,3.533,24,0
1.737,0.087,3.451,3.538,18,0
1.73,0.086,3.467,3.553,7,0
1.717,0.086,3.457,3.543,20,0
1.711,0.086,3.448,3.534,16,0
1.773,0.087,3.448,3.535,15,0
1.737,0.086,3.452,3.538,18,0
1.769,0.087,3.438,3.525,15,0
1.772,0.087,3.434,3.521,15,0
1.799,0.086,3.446,3.532,18,0
1.743,0.087,3.443,3.529,15,0
1.774,0.088,3.435,3.522,17,0
1.712,0.088,3.432,3.519,15,0
1.751,0.088,3.426,3.514,12,0
1.708,0.088,3.423,3.511,15,0
1.703,0.086,3.448,3.534,16,0
1.796,0.086,3.444,3.53,11,0
1.749,0.086,3.439,3.525,11,0
1.709,0.085,3.444,3.529,13,0
1.665,0.085,3.445,3.53,10,0
1.7,0.085,3.447,3.532,27,0
1.752,0.085,3.452,3.536,21,0
1.752,0.084,3.46,3.544,9,0
1.712,0.084,3.465,3.549,12,0
1.744,0.085,3.453,3.538,13,0
1.737,0.085,3.449,3.535,22,0
1.839,0.085,3.447,3.532,24,0
1.81,0.085,3.442,3.528,18,0
1.797,0.085,3.438,3.524,15,0
1.764,0.086,3.433,3.518,8,0
1.684,0.087,3.422,3.509,11,0
1.741,0.086,3.431,3.517,15,0
1.735,0.088,3.427,3.515,8,0
1.754,0.088,3.431,3.519,13,0
1.785,0.088,3.429,3.517,15,0
1.75,0.086,3.435,3.521,18,0
1.771,0.088,3.428,3.516,18,0
1.737,0.088,3.426,3.513,19,0
1.742,0.089,3.425,3.514,16,0
1.759,0.09,3.419,3.508,12,0
1.727,0.089,3.429,3.518,12,0
1.743,0.087,3.449,3.536,16,0
1.745,0.089,3.443,3.531,12,0
1.763,0.089,3.443,3.532,12,0
1.798,0.091,3.419,3.51,16,0
1.804,0.092,3.403,3.495,13,0
1.723,0.093,3.398,3.491,10,0
1.788,0.092,3.405,3.497,18,0
1.762,0.092,3.402,3.494,17,0
1.724,0.092,3.4,3.492,11,0
1.751,0.091,3.407,3.498,16,0
1.768,0.092,3.405,3.497,11,0
1.781,0.091,3.406,3.497,16,0
1.764,0.092,3.403,3.495,15,0
1.763,0.091,3.419,3.51,13,0
1.787,0.092,3.411,3.503,13,0
1.762,0.09,3.432,3.522,15,0
1.751,0.09,3.43,3.52,11,0
1.719,0.09,3.429,3.519,19,0
1.772,0.091,3.422,3.513,23,0
1.721,0.09,3.435,3.524,14,0
1.769,0.09,3.429,3.52,16,0
1.738,0.091,3.424,3.514,14,0
1.677,0.091,3.423,3.514,13,0
1.69,0.091,3.424,3.515,10,0
1.738,0.092,3.423,3.514,9,0
1.772,0.091,3.43,3.521,20,0
1.729,0.091,3.431,3.522,17,0
1.767,0.09,3.432,3.522,15,0
1.747,0.091,3.433,3.523,19,0
1.701,0.091,3.425,3.517,11,0
1.776,0.092,3.419,3.511,9,0
1.728,0.092,3.414,3.506,17,0
1.773,0.093,3.415,3.508,17,0
1.744,0.091,3.431,3.522,23,0
1.761,0.091,3.429,3.52,17,0
1.739,0.091,3.431,3.523,13,0
1.752,0.093,3.415,3.508,11,0
1.743,0.093,3.41,3.503,14,0
1.691,0.093,3.409,3.502,13,0
1.73,0.094,3.404,3.498,18,0
1.751,0.094,3.406,3.5,20,0
1.713,0.093,3.41,3.503,18,0
1.658,0.094,3.403,3.497,20,0
1.784,0.094,3.412,3.505,17,0
1.709,0.093,3.413,3.506,12,0
1.758,0.095,3.395,3.489,15,0
1.723,0.095,3.396,3.491,13,0
1.754,0.095,3.396,3.49,22,0
1.763,0.093,3.42,3.513,17,0
1.685,0.093,3.413,3.506,12,0
1.767,0.093,3.418,3.511,21,0
1.681,0.093,3.417,3.51,17,0
1.753,0.095,3.395,3.49,19,0
1.714,0.095,3.396,3.491,13,0
1.794,0.095,3.398,3.494,17,0
1.728,0.095,3.398,3.492,11,0
1.732,0.094,3.391,3.485,16,0
1.738,0.094,3.389,3.483,12,0
1.736,0.092,3.399,3.491,22,0
1.733,0.093,3.399,3.492,12,0
1.804,0.092,3.401,3.493,11,0
1.778,0.091,3.404,3.495,15,0
1.765,0.091,3.395,3.486,16,0
1.767,0.089,3.395,3.484,23,0
1.729,0.088,3.404,3.492,16,0
1.759,0.088,3.406,3.494,12,0
1.776,0.087,3.403,3.49,15,0
1.759,0.087,3.409,3.497,16,0
1.767,0.087,3.416,3.503,9,0
1.717,0.087,3.409,3.496,19,0
1.777,0.087,3.414,3.501,10,0
1.794,0.087,3.409,3.497,15,0
1.794,0.086,3.426,3.512,23,0
1.767,0.086,3.426,3.512,16,0
1.724,0.085,3.428,3.514,21,0
1.718,0.085,3.431,3.517,18,0
1.759,0.085,3.434,3.519,11,0
1.79,0.087,3.417,3.505,21,0
1.72,0.088,3.415,3.503,17,0
1.744,0.088,3.413,3.502,13,0
1.724,0.088,3.414,3.502,16,0
1.728,0.088,3.416,3.504,8,0
1.79,0.089,3.406,3.495,12,0
1.808,0.089,3.409,3.497,14,0
1.717,0.089,3.404,3.493,15,0
1.774,0.09,3.403,3.492,22,0
1.774,0.09,3.402,3.492,12,0
1.773,0.089,3.401,3.491,15,0
1.732,0.089,3.406,3.495,11,0
1.741,0.088,3.415,3.503,13,0
1.725,0.088,3.417,3.505,13,0
1.694,0.088,3.42,3.508,14,0
1.74,0.089,3.4,3.49,19,0
1.743,0.09,3.396,3.485,9,0
1.737,0.089,3.401,3.491,19,0
1.764,0.09,3.394,3.484,11,0
1.762,0.09,3.398,3.488,13,0
1.771,0.09,3.394,3.484,16,0
1.706,0.09,3.393,3.484,12,0
1.786,0.09,3.394,3.484,12,0
1.772,0.09,3.386,3.476,10,0
1.769,0.089,3.393,3.482,12,0
1.731,0.09,3.388,3.478,11,0
1.792,0.09,3.383,3.473,14,0
1.791,0.091,3.376,3.467,13,0
1.728,0.09,3.382,3.473,13,0
1.739,0.091,3.379,3.47,14,0
1.736,0.092,3.361,3.453,16,0
1.707,0.092,3.356,3.449,11,0
1.77,0.093,3.346,3.44,13,0
1.708,0.093,3.35,3.443,17,0
1.718,0.093,3.353,3.446,12,0
1.747,0.093,3.354,3.447,12,0
1.775,0.093,3.362,3.455,18,0
1.772,0.093,3.365,3.457,13,0
1.709,0.094,3.353,3.447,16,0
1.709,0.093,3.363,3.457,12,0
1.744,0.094,3.363,3.457,12,0
1.786,0.094,3.361,3.455,16,0
1.776,0.094,3.357,3.451,17,0
1.779,0.095,3.354,3.448,19,0
1.802,0.096,3.339,3.435,14,0
1.771,0.096,3.338,3.434,14,0
1.764,0.095,3.346,3.441,19,0
1.718,0.095,3.349,3.444,11,0
1.751,0.096,3.346,3.442,15,0
1.732,0.096,3.349,3.444,14,0
1.704,0.096,3.34,3.437,15,0
1.73,0.096,3.349,3.445,11,0
1.727,0.096,3.349,3.445,9,0
1.787,0.097,3.34,3.437,13,0
1.717,0.097,3.337,3.434,16,0
1.815,0.097,3.341,3.438,15,0
1.79,0.096,3.347,3.443,19,0
1.742,0.096,3.339,3.436,19,0
1.794,0.095,3.354,3.449,24,0
1.711,0.094,3.371,3.465,15,0
1.747,0.094,3.365,3.459,12,0
1.681,0.094,3.368,3.462,12,0
1.746,0.093,3.373,3.466,10,0
1.779,0.093,3.362,3.456,18,0
1.781,0.093,3.365,3.458,17,0
1.763,0.093,3.364,3.458,18,0
1.7,0.093,3.363,3.456,14,0
1.72,0.092,3.368,3.46,16,0
1.736,0.092,3.371,3.463,15,0
1.732,0.094,3.357,3.451,21,0
1.813,0.093,3.364,3.457,15,0
1.71,0.092,3.371,3.463,18,0
1.779,0.091,3.374,3.465,13,0
1.661,0.09,3.379,3.469,13,0
1.764,0.091,3.375,3.466,14,0
1.695,0.09,3.378,3.468,14,0
1.69,0.09,3.372,3.462,12,0
1.79,0.091,3.358,3.449,23,0
1.762,0.091,3.363,3.455,19,0
1.797,0.091,3.376,3.467,13,0
1.718,0.092,3.376,3.468,16,0
1.72,0.092,3.367,3.459,16,0
1.702,0.091,3.373,3.464,10,0
1.769,0.09,3.378,3.468,7,0
1.721,0.089,3.386,3.476,15,0
1.752,0.088,3.392,3.48,17,0
1.76,0.088,3.399,3.487,16,0
1.737,0.088,3.392,3.48,11,0
1.721,0.09,3.376,3.466,16,0
1.76,0.09,3.373,3.463,13,0
1.787,0.089,3.381,3.469,21,0
1.784,0.09,3.371,3.461,11,0
1.741,0.09,3.367,3.457,13,0
1.682,0.09,3.362,3.452,19,0
1.808,0.089,3.374,3.463,20,0
1.761,0.089,3.372,3.461,11,0
1.736,0.09,3.369,3.459,10,0
1.738,0.092,3.362,3.454,15,0
1.775,0.089,3.375,3.465,20,0
1.783,0.09,3.381,3.47,17,0
1.743,0.089,3.386,3.475,10,0
1.721,0.09,3.382,3.472,10,0
1.726,0.09,3.385,3.476,7,0
1.741,0.089,3.392,3.482,15,0
1.746,0.088,3.408,3.496,12,0
1.722,0.089,3.402,3.491,17,0
1.694,0.09,3.392,3.483,19,0
1.719,0.09,3.398,3.488,16,0
1.753,0.09,3.394,3.484,12,0
1.777,0.091,3.387,3.478,8,0
1.771,0.091,3.374,3.465,16,0
1.75,0.09,3.386,3.476,15,0
1.71,0.09,3.382,3.472,15,0
1.785,0.091,3.374,3.465,19,0
1.775,0.093,3.371,3.464,18,0
1.779,0.093,3.366,3.459,10,0
1.796,0.092,3.374,3.466,12,0
1.713,0.092,3.371,3.463,10,0
1.675,0.091,3.373,3.464,7,0
1.757,0.091,3.367,3.458,15,0
1.783,0.092,3.357,3.449,17,0
1.726,0.092,3.365,3.457,9,0
1.734,0.093,3.36,3.453,17,0
1.804,0.094,3.343,3.438,17,0
1.804,0.095,3.344,3.439,12,0
1.744,0.094,3.346,3.44,14,0
1.758,0.094,3.348,3.442,16,0
1.752,0.094,3.336,3.43,25,0
1.831,0.095,3.334,3.429,14,0
1.792,0.095,3.334,3.43,15,0
1.828,0.097,3.332,3.429,15,0
1.807,0.097,3.339,3.435,15,0
1.733,0.097,3.334,3.432,13,0
1.799,0.098,3.333,3.431,16,0
1.801,0.098,3.329,3.427,18,0
1.789,0.098,3.33,3.428,15,0
1.765,0.098,3.333,3.431,15,0
1.772,0.099,3.331,3.43,7,0
1.76,0.099,3.325,3.424,10,0
1.705,0.098,3.335,3.433,15,0
1.665,0.098,3.338,3.436,5,0
1.786,0.098,3.336,3.433,18,0
1.766,0.097,3.335,3.432,19,0
1.779,0.097,3.337,3.434,10,0
1.739,0.095,3.351,3.446,13,0
1.759,0.095,3.349,3.444,16,0
1.726,0.094,3.357,3.451,14,0
1.738,0.094,3.354,3.448,15,0
1.812,0.094,3.349,3.443,15,0
1.706,0.096,3.338,3.433,12,0
1.777,0.096,3.34,3.436,19,0
1.743,0.097,3.337,3.433,14,0
1.736,0.097,3.341,3.438,14,0
1.788,0.096,3.339,3.435,11,0
1.798,0.096,3.338,3.434,11,0
1.796,0.095,3.352,3.447,13,0
1.769,0.094,3.362,3.456,15,0
1.785,0.094,3.361,3.455,11,0
1.785,0.094,3.365,3.459,21,0
1.759,0.092,3.374,3.466,22,0
1.713,0.092,3.381,3.472,10,0
1.733,0.089,3.401,3.49,17,0
1.747,0.09,3.392,3.482,20,0
1.728,0.09,3.394,3.483,8,0
1.763,0.091,3.389,3.479,16,0
1.72,0.091,3.385,3.476,9,0
1.762,0.092,3.378,3.47,18,0
1.774,0.092,3.386,3.478,23,0
1.721,0.093,3.373,3.466,15,0
1.681,0.094,3.367,3.461,15,0
1.705,0.095,3.37,3.464,15,0
1.751,0.095,3.362,3.457,8,0
1.776,0.094,3.361,3.455,14,0
1.772,0.095,3.353,3.448,13,0
1.723,0.095,3.356,3.451,14,0
1.769,0.094,3.372,3.466,18,0
1.764,0.094,3.374,3.468,18,0
1.733,0.095,3.364,3.459,15,0
1.734,0.094,3.372,3.466,15,0
1.761,0.094,3.371,3.465,11,0
1.759,0.093,3.378,3.471,12,0
1.748,0.092,3.39,3.482,16,0
1.781,0.092,3.399,3.49,14,0
1.736,0.09,3.409,3.499,25,0
1.715,0.091,3.408,3.499,15,0
1.763,0.09,3.414,3.504,12,0
1.757,0.09,3.42,3.51,16,0
1.802,0.09,3.421,3.511,16,0
1.795,0.091,3.416,3.507,13,0
1.781,0.09,3.423,3.513,15,0
1.771,0.09,3.412,3.502,20,0
1.789,0.089,3.414,3.503,12,0
1.77,0.089,3.416,3.506,17,0
1.741,0.089,3.418,3.507,19,0
1.731,0.09,3.41,3.5,14,0
1.706,0.09,3.408,3.498,13,0
1.764,0.09,3.408,3.498,11,0
1.758,0.091,3.399,3.489,18,0
1.788,0.09,3.402,3.492,18,0
1.734,0.089,3.403,3.492,15,0
1.724,0.089,3.409,3.498,11,0
1.763,0.088,3.417,3.505,22,0
1.708,0.088,3.428,3.515,13,0
1.696,0.087,3.432,3.519,14,0
1.715,0.087,3.434,3.521,15,0
1.741,0.087,3.441,3.528,15,0
1.749,0.088,3.434,3.522,21,0
1.753,0.088,3.426,3.515,14,0
1.8,0.087,3.438,3.525,18,0
1.831,0.088,3.429,3.517,18,0
1.729,0.088,3.425,3.513,14,0
1.718,0.089,3.418,3.507,12,0
1.72,0.089,3.414,3.503,7,0
1.727,0.088,3.415,3.503,13,0
1.719,0.09,3.398,3.488,25,0
1.735,0.089,3.4,3.489,20,0
1.731,0.089,3.403,3.492,11,0
1.688,0.089,3.401,3.49,17,0
1.791,0.088,3.404,3.492,16,0
1.725,0.088,3.398,3.486,16,0
1.723,0.089,3.391,3.479,12,0
1.73,0.088,3.39,3.478,10,0
1.738,0.088,3.39,3.479,13,0
1.736,0.088,3.398,3.486,10,0
1.714,0.088,3.402,3.49,9,0
1.711,0.088,3.398,3.486,12,0
1.779,0.085,3.429,3.514,19,0
1.73,0.086,3.425,3.511,8,0
1.698,0.086,3.417,3.503,20,0
1.753,0.087,3.402,3.489,11,0
1.782,0.086,3.405,3.491,14,0
1.732,0.087,3.404,3.491,11,0
1.762,0.087,3.396,3.484,13,0
1.779,0.087,3.394,3.481,21,0
1.814,0.088,3.388,3.475,19,0
1.766,0.087,3.396,3.483,13,0
1.797,0.088,3.388,3.476,15,0
1.723,0.09,3.373,3.462,19,0
1.782,0.089,3.391,3.48,23,0
1.755,0.091,3.381,3.472,11,0
1.796,0.091,3.383,3.473,18,0
1.767,0.09,3.39,3.479,21,0
1.808,0.09,3.39,3.48,8,0
1.767,0.09,3.393,3.483,12,0
1.719,0.09,3.382,3.472,16,0
1.702,0.09,3.395,3.484,15,0
1.766,0.091,3.383,3.474,16,0
1.742,0.091,3.386,3.476,10,0
1.78,0.092,3.375,3.467,14,0
1.791,0.093,3.365,3.458,22,0
1.756,0.094,3.352,3.446,17,0
1.774,0.093,3.366,3.459,17,0
1.713,0.094,3.372,3.466,13,0
1.767,0.096,3.36,3.456,14,0
1.758,0.096,3.359,3.455,24,0
1.748,0.097,3.352,3.448,23,0
1.739,0.097,3.356,3.453,15,0
1.753,0.097,3.359,3.456,18,0
1.716,0.096,3.365,3.461,11,0
1.719,0.096,3.36,3.456,12,0
1.77,0.097,3.358,3.455,11,0
1.82,0.098,3.351,3.448,21,0
1.823,0.097,3.356,3.453,15,0
1.738,0.098,3.344,3.442,21,0
1.743,0.097,3.353,3.45,13,0
1.776,0.098,3.34,3.438,16,0
1.785,0.098,3.332,3.43,20,0
1.7,0.097,3.344,3.441,13,0
1.8,0.096,3.347,3.443,13,0
1.743,0.096,3.347,3.444,14,0
1.722,0.096,3.344,3.441,16,0
1.761,0.097,3.343,3.44,14,0
1.75,0.097,3.338,3.436,16,0
1.793,0.096,3.343,3.44,14,0
1.724,0.097,3.334,3.431,17,0
1.799,0.097,3.333,3.43,7,0
1.8,0.097,3.338,3.435,14,0
1.743,0.096,3.34,3.436,12,0
1.761,0.097,3.332,3.43,15,0
1.758,0.097,3.338,3.435,15,0
1.756,0.098,3.332,3.43,16,0
1.746,0.095,3.354,3.449,21,0
1.8,0.096,3.354,3.45,16,0
1.782,0.095,3.364,3.459,19,0
1.763,0.096,3.36,3.455,18,0
1.772,0.097,3.36,3.457,20,0
1.745,0.097,3.354,3.451,15,0
1.774,0.097,3.351,3.448,12,0
1.757,0.096,3.356,3.452,11,0
1.712,0.096,3.364,3.46,14,0
1.78,0.098,3.345,3.444,14,0
1.763,0.097,3.357,3.453,15,0
1.821,0.098,3.357,3.454,24,0
1.735,0.098,3.347,3.444,20,0
1.743,0.098,3.34,3.438,13,0
1.8,0.096,3.352,3.448,22,0
1.715,0.095,3.353,3.449,10,0
1.725,0.093,3.363,3.457,18,0
1.749,0.093,3.356,3.449,16,0
1.782,0.094,3.355,3.45,9,0
1.748,0.093,3.356,3.449,15,0
1.797,0.093,3.357,3.45,15,0
1.732,0.093,3.361,3.454,17,0
1.712,0.092,3.375,3.467,10,0
1.705,0.091,3.37,3.461,10,0
1.729,0.092,3.372,3.465,15,0
1.713,0.092,3.378,3.469,11,0
1.749,0.091,3.379,3.469,13,0
1.76,0.09,3.378,3.468,16,0
1.737,0.09,3.386,3.476,16,0
1.723,0.09,3.379,3.469,15,0
1.761,0.09,3.391,3.481,15,0
1.825,0.091,3.386,3.476,22,0
1.822,0.092,3.375,3.467,14,0
1.758,0.09,3.388,3.479,15,0
1.753,0.091,3.386,3.477,15,0
1.851,0.092,3.375,3.467,18,0
1.737,0.09,3.385,3.476,13,0
1.744,0.09,3.383,3.473,13,0
1.746,0.09,3.379,3.469,10,0
1.719,0.09,3.383,3.473,11,0
1.738,0.089,3.388,3.477,23,0
1.76,0.089,3.384,3.473,13,0
1.728,0.09,3.368,3.459,20,0
1.737,0.091,3.367,3.458,17,0
1.745,0.089,3.381,3.47,17,0
1.734,0.09,3.373,3.463,16,0
1.741,0.091,3.369,3.459,12,0
1.756,0.091,3.367,3.458,11,0
1.796,0.092,3.362,3.454,16,0
1.77,0.092,3.364,3.456,5,0
1.783,0.092,3.362,3.454,17,0
1.783,0.09,3.368,3.458,19,0
1.726,0.09,3.379,3.469,22,0
1.711,0.09,3.384,3.474,17,0
1.725,0.089,3.394,3.483,12,0
1.715,0.09,3.39,3.48,14,0
1.762,0.091,3.376,3.467,21,0
1.748,0.09,3.383,3.473,11,0
1.733,0.09,3.387,3.477,14,0
1.785,0.089,3.395,3.484,13,0
1.808,0.089,3.4,3.489,22,0
1.757,0.089,3.4,3.49,14,0
1.689,0.09,3.394,3.484,12,0
1.734,0.091,3.384,3.475,14,0
1.749,0.09,3.402,3.493,17,0
1.799,0.091,3.388,3.479,12,0
1.706,0.091,3.383,3.475,17,0
1.694,0.089,3.406,3.495,20,0
1.643,0.089,3.408,3.497,15,0
1.747,0.089,3.409,3.498,13,0
1.766,0.088,3.416,3.504,14,0
1.794,0.089,3.417,3.506,16,0
1.689,0.088,3.426,3.514,14,0
1.774,0.088,3.429,3.517,14,0
1.746,0.089,3.425,3.514,16,0
1.736,0.089,3.426,3.515,18,0
1.739,0.088,3.427,3.516,12,0
1.734,0.089,3.426,3.515,15,0
1.762,0.091,3.412,3.503,16,0
1.809,0.091,3.411,3.502,12,0
1.687,0.093,3.386,3.479,19,0
1.743,0.093,3.383,3.476,21,0
1.768,0.093,3.383,3.476,9,0
1.811,0.094,3.381,3.474,8,0
1.753,0.094,3.381,3.475,12,0
1.787,0.095,3.371,3.466,18,0
1.771,0.094,3.366,3.46,18,0
1.742,0.093,3.369,3.463,10,0
1.682,0.094,3.361,3.455,14,0
1.744,0.094,3.359,3.453,27,0
1.735,0.094,3.367,3.462,11,0
1.761,0.095,3.368,3.462,15,0
1.718,0.096,3.361,3.457,13,0
1.729,0.097,3.359,3.456,14,0
1.746,0.099,3.345,3.444,8,0
1.748,0.098,3.35,3.448,17,0
1.76,0.098,3.343,3.441,20,0
1.802,0.097,3.347,3.445,17,0
1.809,0.096,3.35,3.446,19,0
1.776,0.095,3.362,3.458,7,0
1.789,0.095,3.371,3.466,15,0
1.74,0.093,3.389,3.482,22,0
1.813,0.094,3.379,3.472,11,0
1.74,0.093,3.385,3.478,10,0
1.798,0.094,3.376,3.47,12,0
1.783,0.094,3.371,3.466,21,0
1.827,0.093,3.381,3.474,13,0
1.769,0.094,3.374,3.469,17,0
1.777,0.095,3.364,3.459,15,0
1.784,0.096,3.36,3.456,9,0
1.72,0.096,3.361,3.456,13,0
1.73,0.095,3.36,3.455,13,0
1.711,0.096,3.351,3.447,17,0
1.745,0.096,3.349,3.444,16,0
1.796,0.094,3.361,3.455,21,0
1.76,0.093,3.371,3.464,14,0
1.709,0.092,3.377,3.469,13,0
1.747,0.094,3.364,3.458,16,0
1.739,0.094,3.367,3.461,21,0
1.767,0.094,3.362,3.456,17,0
1.735,0.093,3.364,3.457,19,0
1.695,0.093,3.367,3.46,15,0
1.708,0.094,3.359,3.453,14,0
1.741,0.094,3.358,3.452,14,0
1.714,0.095,3.356,3.451,13,0
1.698,0.095,3.356,3.451,17,0
1.73,0.094,3.363,3.458,13,0
1.727,0.093,3.366,3.459,21,0
1.749,0.092,3.374,3.466,20,0
1.786,0.092,3.371,3.463,19,0
1.778,0.092,3.374,3.466,15,0
1.754,0.092,3.368,3.46,19,0
1.747,0.091,3.373,3.464,15,0
1.713,0.092,3.368,3.46,10,0
1.765,0.09,3.38,3.471,15,0
1.759,0.091,3.382,3.472,9,0
1.79,0.089,3.391,3.48,12,0
1.736,0.089,3.388,3.477,16,0
1.773,0.089,3.389,3.478,16,0
1.81,0.09,3.385,3.475,13,0
1.726,0.09,3.382,3.472,15,0
1.817,0.089,3.389,3.479,10,0
1.745,0.091,3.384,3.475,18,0
1.755,0.09,3.392,3.482,13,0
1.736,0.09,3.393,3.483,14,0
1.757,0.091,3.399,3.49,10,0
1.711,0.091,3.398,3.489,14,0
1.76,0.09,3.396,3.486,12,0
1.759,0.089,3.4,3.49,9,0
1.75,0.088,3.411,3.5,16,0
1.722,0.088,3.413,3.501,18,0
1.783,0.088,3.425,3.513,20,0
1.749,0.088,3.42,3.508,14,0
1.784,0.089,3.416,3.506,13,0
1.732,0.09,3.413,3.502,14,0
1.697,0.09,3.414,3.504,12,0
1.764,0.09,3.403,3.493,15,0
1.735,0.088,3.413,3.501,12,0
1.792,0.087,3.417,3.504,13,0
1.802,0.088,3.409,3.497,19,0
1.741,0.088,3.412,3.5,25,0
1.73,0.087,3.426,3.514,14,0
1.787,0.087,3.436,3.523,11,0
1.76,0.085,3.459,3.544,15,0
1.725,0.085,3.463,3.548,13,0
1.704,0.086,3.458,3.543,23,0
1.752,0.086,3.455,3.541,14,0
1.792,0.085,3.466,3.551,19,0
1.743,0.086,3.462,3.548,20,0
1.73,0.087,3.458,3.546,18,0
1.739,0.087,3.455,3.542,15,0
1.755,0.086,3.463,3.549,17,0
1.803,0.084,3.478,3.562,16,0
1.764,0.085,3.473,3.559,16,0
1.739,0.086,3.467,3.553,10,0
1.762,0.086,3.468,3.554,12,0
1.766,0.087,3.458,3.545,11,0
1.777,0.087,3.47,3.556,13,0
1.731,0.087,3.467,3.554,16,0
1.689,0.086,3.468,3.555,13,0
1.715,0.086,3.46,3.546,17,0
1.816,0.086,3.459,3.544,5,0
1.741,0.087,3.453,3.54,11,0
1.739,0.087,3.449,3.536,17,0
1.734,0.087,3.447,3.534,13,0
1.723,0.088,3.442,3.529,15,0
1.748,0.088,3.434,3.521,14,0
1.691,0.088,3.419,3.507,17,0
1.734,0.088,3.424,3.512,18,0
1.773,0.089,3.412,3.501,18,0
1.735,0.089,3.411,3.501,15,0
1.69,0.09,3.413,3.503,15,0
1.703,0.091,3.4,3.491,13,0
1.736,0.091,3.402,3.493,18,0
1.781,0.091,3.401,3.492,9,0
1.755,0.091,3.406,3.497,17,0
1.767,0.092,3.394,3.486,11,0
1.774,0.092,3.393,3.486,16,0
1.765,0.093,3.389,3.482,10,0
1.789,0.093,3.381,3.474,18,0
1.779,0.094,3.373,3.467,18,0
1.756,0.093,3.375,3.468,19,0
1.759,0.093,3.386,3.479,16,0
1.821,0.094,3.379,3.472,12,0
1.817,0.096,3.367,3.463,15,0
1.805,0.096,3.365,3.461,12,0
1.751,0.096,3.368,3.463,7,0
1.734,0.096,3.365,3.461,18,0
1.779,0.096,3.372,3.468,16,0
1.741,0.096,3.376,3.472,18,0
1.715,0.097,3.366,3.463,13,0
1.714,0.097,3.357,3.454,14,0
1.715,0.098,3.355,3.452,17,0
1.731,0.097,3.36,3.458,20,0
1.742,0.098,3.357,3.455,16,0
1.693,0.098,3.361,3.458,11,0
1.719,0.098,3.36,3.458,17,0
1.688,0.097,3.37,3.466,19,0
1.756,0.097,3.367,3.464,21,0
1.739,0.097,3.366,3.463,10,0
1.686,0.097,3.363,3.46,21,0
1.782,0.096,3.374,3.47,19,0
1.76,0.095,3.378,3.474,15,0
1.777,0.094,3.379,3.474,23,0
1.757,0.094,3.381,3.474,9,0
1.777,0.094,3.387,3.48,23,0
1.732,0.095,3.383,3.478,9,0
1.765,0.094,3.393,3.487,24,0
1.783,0.092,3.416,3.508,19,0
1.696,0.093,3.411,3.504,15,0
1.722,0.093,3.42,3.513,18,0
1.767,0.093,3.426,3.519,11,0
1.765,0.092,3.43,3.522,11,0
1.692,0.093,3.419,3.512,18,0
1.74,0.093,3.426,3.519,14,0
1.692,0.093,3.42,3.513,10,0
1.701,0.091,3.434,3.525,13,0
1.721,0.09,3.443,3.532,15,0
1.816,0.089,3.442,3.532,14,0
1.74,0.088,3.448,3.536,14,0
1.727,0.088,3.448,3.536,16,0
1.808,0.089,3.44,3.529,16,0
1.747,0.09,3.427,3.516,14,0
1.741,0.091,3.421,3.512,15,0
1.703,0.091,3.431,3.522,17,0
